CUSTOMERCODE,CUSTOMERNAME,PRIMARYCOMPANY,CUSTOMERTYPECODE,CUSTCURRENCYCODE,COUNTRYCODE,STATECODE,OTHERSTATENAME,CITYCODE,OTHERCITYNAME,ADDRESSLINE1,ADDRESSLINE2,POSTBOXNUMBER,POSTALCODE,CONTACTNAME,INTERNATIONALDIALINGCODE,AREADIALINGCODE,PHONENUMBER,PHONEEXTENSIONNUMBER,MOBILENUMBER,FAXNUMBER,EMAIL,SOCUSTOMERCODE,SALESORDERTYPE,CUSTOMERBILLTO,CUSTOMERSHIPTO,SHIPPINGMODE,TRADETERM,SALESORDERDATE,CUSTOMERORDERNO,CUSTOMERORDERLINENO,PARTCODE,ALLOCATEDQTY,PARTBATCHNO,SERIALNO,EXPIRYDATE,ADDITIONALINFORMATION,ESTTIMEOFDELIVERY,ORIGINCOMPANY,DESTINATIONCOMPANY,WAREHOUSE,SIZE,COLOR
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,26,5056562966235,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,S,GREEN COMB
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,27,5056562969076,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,M,BROWN
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,28,5056562966310,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,S,PETROLEUM
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,29,5056562966105,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,M,GREY COMB
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,30,5056562966266,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,XL,GREEN COMB
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,31,5056562925072,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,XL,BLACK
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,32,5056562925362,4.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,U,MULTICOLOR
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,33,5056562940631,4.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,U,BLACK RED
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,34,2020001309,2.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,U,CHOCOLATE
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,35,5056562966341,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,S,RUST COMB
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,36,5056562966976,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,L,BURGUNDY C
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,37,5056562967386,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,XL,GREEN COMB
22,Leem Bags,LEEM,,AED,AE,,,,,NO ADDRESS,,,,Leem Bags,,,,,,,,,SALE,22,22,AIR,EXW,2026-01-28,AB1D/1689,1,9990011731,300.0,,,,,2026-01-28,LEEM,DestinationCompany,AB,.,.
