CUSTOMERCODE,CUSTOMERNAME,PRIMARYCOMPANY,CUSTOMERTYPECODE,CUSTCURRENCYCODE,COUNTRYCODE,STATECODE,OTHERSTATENAME,CITYCODE,OTHERCITYNAME,ADDRESSLINE1,ADDRESSLINE2,POSTBOXNUMBER,POSTALCODE,CONTACTNAME,INTERNATIONALDIALINGCODE,AREADIALINGCODE,PHONENUMBER,PHONEEXTENSIONNUMBER,MOBILENUMBER,FAXNUMBER,EMAIL,SOCUSTOMERCODE,SALESORDERTYPE,CUSTOMERBILLTO,CUSTOMERSHIPTO,SHIPPINGMODE,TRADETERM,SALESORDERDATE,CUSTOMERORDERNO,CUSTOMERORDERLINENO,PARTCODE,ALLOCATEDQTY,PARTBATCHNO,SERIALNO,EXPIRYDATE,ADDITIONALINFORMATION,ESTTIMEOFDELIVERY,ORIGINCOMPANY,DESTINATIONCOMPANY,WAREHOUSE,SIZE,COLOR
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,27,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,M,BROWN
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,28,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S,PETROLEUM
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,29,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,M,GREY COMB
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,30,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,XL,GREEN COMB
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,31,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,XL,BLACK
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,32,5.06E+12,4,,,,,26-01-2026,LEEM,DestinationCompany,AB,U,MULTICOLOR
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,33,5.06E+12,4,,,,,26-01-2026,LEEM,DestinationCompany,AB,U,BLACK RED
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,34,2020001309,2,,,,,26-01-2026,LEEM,DestinationCompany,AB,U,CHOCOLATE
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,35,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S,RUST COMB
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,36,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,L,BURGUNDY C
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,37,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,XL,GREEN COMB
22,Leem Bags,LEEM,,AED,AE,,,,,NO ADDRESS,,,,Leem Bags,,,,,,,,,SALE,22,22,AIR,EXW,28-01-2026,AB1D/1689,1,9990011731,300,,,,,28-01-2026,LEEM,DestinationCompany,AB,.,.
